InvoiceID,Date,CustomerID,ProductID,BusinessUnit,Region,SalespersonID,Quantity,UnitPrice,DiscountPct,Revenue,DiscountAmount,TaxPct,TaxAmount,NetRevenue
INV-2023-0652,2023-05-06,C057,P007,UK Domestic,North UK,S01,8,362.86,0.1,2902.88,290.29,0.2,522.52,3135.11
INV-2023-0653,2023-06-19,C044,P014,UK Domestic,South UK,S04,1,721.51,0.05,721.51,36.08,0.2,137.09,822.52
INV-2023-0654,2023-03-08,C041,P018,EU Export,France,S08,15,110.12,0.05,1651.8,82.59,0.2,313.84,1883.05
INV-2023-0655,2023-07-24,C001,P024,UK Domestic,North UK,S01,10,57.9,0.05,579.0,28.95,0.2,110.01,660.06
INV-2024-0656,2024-09-11,C068,P016,EU Export,Germany,S07,8,114.67,0.05,917.36,45.87,0.19,165.58,1037.07
INV-2023-0657,2023-12-04,C016,P031,UK Domestic,South UK,S03,30,685.74,0.0,20572.2,0.0,0.2,4114.44,24686.64
INV-2023-0658,2023-03-14,C035,P028,EU Export,Spain,S08,40,72.57,0.0,2902.8,0.0,0.21,609.59,3512.39
INV-2023-0659,2023-03-06,C070,P013,EU Export,Spain,S08,15,222.25,0.1,3333.75,333.38,0.21,630.08,3630.45
INV-2023-0660,2023-03-05,C054,P003,EU Export,Germany,S07,8,1172.85,0.05,9382.8,469.14,0.19,1693.6,10607.26
INV-2023-0661,2023-11-23,C080,P018,UK Domestic,Midlands,S05,8,103.1,0.0,824.8,0.0,0.2,164.96,989.76
INV-2023-0662,2023-10-02,C033,P003,EU Export,Germany,S07,8,1251.8,0.0,10014.4,0.0,0.19,1902.74,11917.14
INV-2024-0663,2024-07-02,C055,P024,EU Export,France,S08,1,57.11,0.0,57.11,0.0,0.2,11.42,68.53
INV-2024-0664,2024-05-19,C042,P001,EU Export,Spain,S08,25,2713.93,0.05,67848.25,3392.41,0.21,13535.73,77991.57
INV-2024-0665,2024-02-16,C005,P026,EU Export,Germany,S07,15,61.7,0.05,925.5,46.28,0.19,167.05,1046.27
INV-2024-0666,2024-07-23,C065,P017,UK Domestic,South UK,S03,3,115.67,0.05,347.01,17.35,0.2,65.93,395.59
INV-2024-0667,2024-04-19,C062,P006,EU Export,France,S08,5,129.32,0.1,646.6,64.66,0.2,116.39,698.33
INV-2024-0668,2024-07-21,C072,P026,UK Domestic,South UK,S03,15,60.57,0.05,908.55,45.43,0.2,172.62,1035.74
INV-2024-0669,2024-10-26,C049,P020,EU Export,Spain,S08,3,259.84,0.0,779.52,0.0,0.21,163.7,943.22
INV-2024-0670,2024-06-27,C024,P007,UK Domestic,Midlands,S05,8,379.24,0.0,3033.92,0.0,0.2,606.78,3640.7
INV-2023-0671,2023-06-27,C039,P033,UK Domestic,Scotland,S06,10,563.87,0.0,5638.7,0.0,0.2,1127.74,6766.44
INV-2023-0672,2023-03-15,C058,P012,UK Domestic,South UK,S03,25,346.38,0.05,8659.5,432.98,0.2,1645.3,9871.82
INV-2024-0673,2024-08-24,C024,P023,UK Domestic,Midlands,S05,5,56.17,0.1,280.85,28.09,0.2,50.55,303.31
INV-2024-0674,2024-05-01,C026,P009,EU Export,Germany,S07,5,55.86,0.05,279.3,13.97,0.19,50.41,315.74
INV-2023-0675,2023-06-29,C051,P009,UK Domestic,South UK,S04,20,56.39,0.05,1127.8,56.39,0.2,214.28,1285.69
INV-2024-0676,2024-08-11,C063,P006,EU Export,Spain,S08,2,130.04,0.05,260.08,13.0,0.21,51.89,298.97
INV-2023-0677,2023-10-13,C039,P001,UK Domestic,Scotland,S06,5,2795.21,0.0,13976.05,0.0,0.2,2795.21,16771.26
INV-2024-0678,2024-10-20,C020,P018,EU Export,France,S08,1,110.0,0.05,110.0,5.5,0.2,20.9,125.4
INV-2023-0679,2023-09-12,C072,P032,UK Domestic,South UK,S03,8,92.31,0.1,738.48,73.85,0.2,132.93,797.56
INV-2024-0680,2024-12-29,C067,P030,UK Domestic,Scotland,S06,5,70.59,0.05,352.95,17.65,0.2,67.06,402.36
INV-2023-0681,2023-03-06,C007,P040,EU Export,Spain,S08,8,103.54,0.05,828.32,41.42,0.21,165.25,952.15
INV-2024-0682,2024-08-31,C069,P040,EU Export,France,S08,5,105.16,0.0,525.8,0.0,0.2,105.16,630.96
INV-2023-0683,2023-11-09,C011,P001,UK Domestic,Scotland,S06,8,2613.28,0.05,20906.24,1045.31,0.2,3972.19,23833.12
INV-2024-0684,2024-03-04,C026,P021,EU Export,Germany,S07,5,83.29,0.0,416.45,0.0,0.19,79.13,495.58
INV-2024-0685,2024-08-01,C052,P026,UK Domestic,Midlands,S05,1,63.13,0.05,63.13,3.16,0.2,11.99,71.96
INV-2024-0686,2024-04-19,C047,P020,EU Export,Germany,S07,30,259.27,0.05,7778.1,388.9,0.19,1403.95,8793.15
INV-2024-0687,2024-03-19,C079,P026,UK Domestic,South UK,S03,10,63.05,0.05,630.5,31.52,0.2,119.8,718.78
INV-2023-0688,2023-10-26,C019,P019,EU Export,Germany,S07,40,2305.12,0.1,92204.8,9220.48,0.19,15767.02,98751.34
INV-2023-0689,2023-09-26,C045,P007,UK Domestic,Midlands,S05,100,353.37,0.15,35337.0,5300.55,0.2,6007.29,36043.74
INV-2024-0690,2024-05-10,C065,P024,UK Domestic,South UK,S04,15,55.56,0.0,833.4,0.0,0.2,166.68,1000.08
INV-2023-0691,2023-12-06,C055,P022,EU Export,France,S08,8,56.13,0.1,449.04,44.9,0.2,80.83,484.97
INV-2023-0692,2023-05-23,C044,P023,UK Domestic,South UK,S03,20,53.01,0.05,1060.2,53.01,0.2,201.44,1208.63
INV-2023-0693,2023-08-09,C013,P020,EU Export,France,S08,15,256.61,0.0,3849.15,0.0,0.2,769.83,4618.98
INV-2024-0694,2024-06-19,C041,P022,EU Export,France,S08,25,58.5,0.0,1462.5,0.0,0.2,292.5,1755.0
INV-2023-0695,2023-01-19,C064,P020,UK Domestic,North UK,S01,20,236.73,0.05,4734.6,236.73,0.2,899.57,5397.44
INV-2024-0696,2024-08-29,C077,P017,EU Export,Spain,S08,10,122.06,0.0,1220.6,0.0,0.21,256.33,1476.93
INV-2023-0697,2023-05-14,C048,P009,EU Export,France,S08,40,58.08,0.05,2323.2,116.16,0.2,441.41,2648.45
INV-2024-0698,2024-03-30,C030,P002,UK Domestic,South UK,S04,1,544.72,0.0,544.72,0.0,0.2,108.94,653.66
INV-2023-0699,2023-03-23,C051,P032,UK Domestic,South UK,S03,30,92.6,0.05,2778.0,138.9,0.2,527.82,3166.92
INV-2023-0700,2023-06-24,C069,P032,EU Export,France,S08,5,86.82,0.05,434.1,21.7,0.2,82.48,494.88
INV-2023-0701,2023-08-17,C065,P040,UK Domestic,South UK,S03,1,103.48,0.1,103.48,10.35,0.2,18.63,111.76
INV-2024-0702,2024-04-21,C077,P015,EU Export,Spain,S08,30,275.31,0.0,8259.3,0.0,0.21,1734.45,9993.75
INV-2023-0703,2023-09-21,C005,P039,EU Export,Germany,S07,25,348.39,0.1,8709.75,870.98,0.19,1489.37,9328.14
INV-2024-0704,2024-11-25,C007,P013,EU Export,Spain,S08,2,203.11,0.0,406.22,0.0,0.21,85.31,491.53
INV-2023-0705,2023-07-07,C041,P009,EU Export,France,S08,2,57.4,0.0,114.8,0.0,0.2,22.96,137.76
INV-2023-0706,2023-05-09,C077,P026,EU Export,Spain,S08,50,58.44,0.0,2922.0,0.0,0.21,613.62,3535.62
INV-2023-0707,2023-08-11,C065,P011,UK Domestic,South UK,S04,8,791.07,0.0,6328.56,0.0,0.2,1265.71,7594.27
INV-2023-0708,2023-04-26,C021,P012,EU Export,Spain,S08,20,357.77,0.0,7155.4,0.0,0.21,1502.63,8658.03
INV-2023-0709,2023-06-23,C066,P005,UK Domestic,Midlands,S05,8,137.32,0.1,1098.56,109.86,0.2,197.74,1186.44
INV-2023-0710,2023-05-14,C007,P016,EU Export,Spain,S08,8,113.76,0.05,910.08,45.5,0.21,181.56,1046.14
INV-2024-0711,2024-08-29,C011,P019,UK Domestic,Scotland,S06,10,2152.65,0.0,21526.5,0.0,0.2,4305.3,25831.8
INV-2024-0712,2024-04-22,C024,P016,UK Domestic,Midlands,S05,2,110.99,0.0,221.98,0.0,0.2,44.4,266.38
INV-2023-0713,2023-09-01,C067,P002,UK Domestic,Scotland,S06,10,548.82,0.0,5488.2,0.0,0.2,1097.64,6585.84
INV-2024-0714,2024-07-04,C048,P022,EU Export,France,S08,25,54.38,0.1,1359.5,135.95,0.2,244.71,1468.26
INV-2023-0715,2023-09-06,C046,P030,UK Domestic,Scotland,S06,75,68.85,0.1,5163.75,516.38,0.2,929.47,5576.84
INV-2023-0716,2023-10-15,C017,P016,UK Domestic,Midlands,S05,20,109.34,0.0,2186.8,0.0,0.2,437.36,2624.16
INV-2023-0717,2023-12-22,C068,P012,EU Export,Germany,S07,30,370.1,0.0,11103.0,0.0,0.19,2109.57,13212.57
INV-2023-0718,2023-09-16,C041,P026,EU Export,France,S08,3,62.62,0.0,187.86,0.0,0.2,37.57,225.43
INV-2024-0719,2024-12-04,C016,P018,UK Domestic,South UK,S04,15,109.86,0.0,1647.9,0.0,0.2,329.58,1977.48
INV-2024-0720,2024-05-07,C019,P018,EU Export,Germany,S07,8,104.02,0.05,832.16,41.61,0.19,150.2,940.75
INV-2023-0721,2023-05-05,C048,P006,EU Export,France,S08,5,129.96,0.0,649.8,0.0,0.2,129.96,779.76
INV-2023-0722,2023-06-04,C067,P009,UK Domestic,Scotland,S06,40,54.53,0.1,2181.2,218.12,0.2,392.62,2355.7
INV-2024-0723,2024-03-09,C011,P012,UK Domestic,Scotland,S06,25,354.73,0.0,8868.25,0.0,0.2,1773.65,10641.9
INV-2023-0724,2023-03-25,C046,P030,UK Domestic,Scotland,S06,25,71.91,0.0,1797.75,0.0,0.2,359.55,2157.3
INV-2024-0725,2024-05-27,C019,P007,EU Export,Germany,S07,30,387.69,0.0,11630.7,0.0,0.19,2209.83,13840.53
INV-2023-0726,2023-07-31,C001,P031,UK Domestic,North UK,S02,25,704.45,0.05,17611.25,880.56,0.2,3346.14,20076.83
INV-2024-0727,2024-07-22,C012,P015,EU Export,Germany,S07,8,273.94,0.0,2191.52,0.0,0.19,416.39,2607.91
INV-2023-0728,2023-12-24,C073,P002,UK Domestic,Midlands,S05,8,522.18,0.0,4177.44,0.0,0.2,835.49,5012.93
INV-2023-0729,2023-07-13,C072,P015,UK Domestic,South UK,S03,10,273.38,0.05,2733.8,136.69,0.2,519.42,3116.53
INV-2023-0730,2023-05-14,C043,P014,UK Domestic,North UK,S01,15,738.74,0.15,11081.1,1662.16,0.2,1883.79,11302.73
INV-2024-0731,2024-08-05,C035,P029,EU Export,Spain,S08,3,64.67,0.0,194.01,0.0,0.21,40.74,234.75
INV-2023-0732,2023-06-19,C028,P016,EU Export,Spain,S08,15,120.17,0.1,1802.55,180.26,0.21,340.68,1962.97
INV-2024-0733,2024-01-10,C044,P002,UK Domestic,South UK,S04,1,534.02,0.05,534.02,26.7,0.2,101.46,608.78
INV-2023-0734,2023-11-26,C068,P006,EU Export,Germany,S07,1,123.81,0.0,123.81,0.0,0.19,23.52,147.33
INV-2023-0735,2023-07-13,C005,P024,EU Export,Germany,S07,3,59.16,0.05,177.48,8.87,0.19,32.04,200.65
INV-2023-0736,2023-08-13,C015,P012,UK Domestic,North UK,S02,25,345.1,0.0,8627.5,0.0,0.2,1725.5,10353.0
INV-2024-0737,2024-07-22,C011,P027,UK Domestic,Scotland,S06,5,76.22,0.05,381.1,19.06,0.2,72.41,434.45
INV-2024-0738,2024-03-04,C074,P013,UK Domestic,Scotland,S06,2,217.91,0.0,435.82,0.0,0.2,87.16,522.98
INV-2024-0739,2024-09-15,C045,P027,UK Domestic,Midlands,S05,5,75.47,0.0,377.35,0.0,0.2,75.47,452.82
INV-2023-0740,2023-01-29,C077,P022,EU Export,Spain,S08,40,56.82,0.0,2272.8,0.0,0.21,477.29,2750.09
INV-2024-0741,2024-04-13,C056,P010,EU Export,Spain,S08,30,1531.67,0.1,45950.1,4595.01,0.21,8684.57,50039.66
INV-2024-0742,2024-10-23,C061,P009,EU Export,Germany,S07,8,58.31,0.1,466.48,46.65,0.19,79.77,499.6
INV-2023-0743,2023-01-10,C060,P024,UK Domestic,Scotland,S06,15,54.67,0.15,820.05,123.01,0.2,139.41,836.45
INV-2023-0744,2023-09-04,C028,P003,EU Export,Spain,S08,10,1215.62,0.0,12156.2,0.0,0.21,2552.8,14709.0
INV-2023-0745,2023-09-27,C068,P035,EU Export,Germany,S07,5,813.34,0.0,4066.7,0.0,0.19,772.67,4839.37
INV-2024-0746,2024-11-20,C005,P003,EU Export,Germany,S07,3,1229.59,0.05,3688.77,184.44,0.19,665.82,4170.15
INV-2023-0747,2023-05-11,C077,P014,EU Export,Spain,S08,10,707.45,0.0,7074.5,0.0,0.21,1485.64,8560.14
INV-2023-0748,2023-12-15,C055,P026,EU Export,France,S08,20,59.07,0.05,1181.4,59.07,0.2,224.47,1346.8
INV-2024-0749,2024-11-04,C066,P026,UK Domestic,Midlands,S05,2,60.2,0.0,120.4,0.0,0.2,24.08,144.48
INV-2023-0750,2023-06-25,C055,P013,EU Export,France,S08,10,217.56,0.1,2175.6,217.56,0.2,391.61,2349.65
INV-2024-0751,2024-10-30,C072,P010,UK Domestic,South UK,S04,20,1570.09,0.0,31401.8,0.0,0.2,6280.36,37682.16
INV-2023-0752,2023-06-09,C016,P011,UK Domestic,South UK,S04,10,765.83,0.05,7658.3,382.92,0.2,1455.08,8730.46
INV-2023-0753,2023-04-19,C061,P017,EU Export,Germany,S07,8,114.62,0.0,916.96,0.0,0.19,174.22,1091.18
INV-2023-0754,2023-08-27,C051,P014,UK Domestic,South UK,S04,3,701.58,0.0,2104.74,0.0,0.2,420.95,2525.69
INV-2024-0755,2024-02-15,C072,P011,UK Domestic,South UK,S03,20,818.97,0.05,16379.4,818.97,0.2,3112.09,18672.52
INV-2024-0756,2024-11-21,C067,P018,UK Domestic,Scotland,S06,15,110.5,0.1,1657.5,165.75,0.2,298.35,1790.1
INV-2023-0757,2023-11-02,C026,P001,EU Export,Germany,S07,25,2546.44,0.05,63661.0,3183.05,0.19,11490.81,71968.76
INV-2023-0758,2023-04-08,C049,P015,EU Export,Spain,S08,3,278.89,0.15,836.67,125.5,0.21,149.35,860.52
INV-2023-0759,2023-06-26,C005,P019,EU Export,Germany,S07,20,2179.53,0.0,43590.6,0.0,0.19,8282.21,51872.81
INV-2024-0760,2024-05-17,C045,P004,UK Domestic,Midlands,S05,3,557.28,0.05,1671.84,83.59,0.2,317.65,1905.9
INV-2023-0761,2023-08-24,C075,P029,EU Export,Germany,S07,75,64.76,0.0,4857.0,0.0,0.19,922.83,5779.83
INV-2024-0762,2024-12-14,C039,P011,UK Domestic,Scotland,S06,2,779.1,0.0,1558.2,0.0,0.2,311.64,1869.84
INV-2024-0763,2024-06-10,C041,P008,EU Export,France,S08,15,200.94,0.0,3014.1,0.0,0.2,602.82,3616.92
INV-2024-0764,2024-03-15,C031,P029,UK Domestic,Midlands,S05,25,61.35,0.0,1533.75,0.0,0.2,306.75,1840.5
INV-2023-0765,2023-10-02,C031,P028,UK Domestic,Midlands,S05,8,67.7,0.0,541.6,0.0,0.2,108.32,649.92
INV-2023-0766,2023-03-23,C041,P016,EU Export,France,S08,30,109.14,0.0,3274.2,0.0,0.2,654.84,3929.04
INV-2023-0767,2023-10-21,C066,P029,UK Domestic,Midlands,S05,8,61.97,0.0,495.76,0.0,0.2,99.15,594.91
INV-2023-0768,2023-08-29,C075,P004,EU Export,Germany,S07,40,574.29,0.05,22971.6,1148.58,0.19,4146.37,25969.39
INV-2024-0769,2024-01-31,C004,P015,UK Domestic,Scotland,S06,10,279.63,0.0,2796.3,0.0,0.2,559.26,3355.56
INV-2024-0770,2024-05-15,C077,P018,EU Export,Spain,S08,20,108.96,0.0,2179.2,0.0,0.21,457.63,2636.83
INV-2023-0771,2023-11-13,C009,P020,UK Domestic,South UK,S03,40,260.51,0.05,10420.4,521.02,0.2,1979.88,11879.26
INV-2023-0772,2023-03-15,C030,P018,UK Domestic,South UK,S04,10,108.85,0.05,1088.5,54.42,0.2,206.82,1240.9
INV-2024-0773,2024-09-06,C051,P012,UK Domestic,South UK,S04,5,342.52,0.0,1712.6,0.0,0.2,342.52,2055.12
INV-2023-0774,2023-10-05,C037,P022,UK Domestic,South UK,S03,15,58.85,0.0,882.75,0.0,0.2,176.55,1059.3
INV-2023-0775,2023-10-30,C016,P005,UK Domestic,South UK,S04,25,129.98,0.0,3249.5,0.0,0.2,649.9,3899.4
INV-2023-0776,2023-11-14,C015,P032,UK Domestic,North UK,S02,15,93.42,0.0,1401.3,0.0,0.2,280.26,1681.56
INV-2024-0777,2024-01-03,C061,P037,EU Export,Germany,S07,5,1119.57,0.1,5597.85,559.79,0.19,957.23,5995.29
INV-2024-0778,2024-11-23,C072,P020,UK Domestic,South UK,S03,15,249.43,0.0,3741.45,0.0,0.2,748.29,4489.74
INV-2024-0779,2024-07-23,C045,P022,UK Domestic,Midlands,S05,10,59.06,0.05,590.6,29.53,0.2,112.21,673.28
INV-2024-0780,2024-09-13,C011,P029,UK Domestic,Scotland,S06,15,63.29,0.05,949.35,47.47,0.2,180.38,1082.26
INV-2023-0781,2023-11-22,C034,P034,EU Export,France,S08,5,537.11,0.05,2685.55,134.28,0.2,510.25,3061.52
INV-2023-0782,2023-12-23,C045,P010,UK Domestic,Midlands,S05,15,1493.49,0.0,22402.35,0.0,0.2,4480.47,26882.82
INV-2023-0783,2023-02-07,C024,P001,UK Domestic,Midlands,S05,75,2748.68,0.1,206151.0,20615.1,0.2,37107.18,222643.08
INV-2023-0784,2023-10-30,C060,P011,UK Domestic,Scotland,S06,20,806.24,0.05,16124.8,806.24,0.2,3063.71,18382.27
INV-2024-0785,2024-12-01,C036,P027,UK Domestic,North UK,S01,5,75.63,0.15,378.15,56.72,0.2,64.29,385.72
INV-2023-0786,2023-01-25,C051,P021,UK Domestic,South UK,S04,20,84.95,0.0,1699.0,0.0,0.2,339.8,2038.8
INV-2024-0787,2024-11-26,C016,P020,UK Domestic,South UK,S03,5,250.97,0.0,1254.85,0.0,0.2,250.97,1505.82
INV-2024-0788,2024-02-15,C038,P005,UK Domestic,Midlands,S05,3,128.54,0.0,385.62,0.0,0.2,77.12,462.74
INV-2024-0789,2024-07-27,C072,P003,UK Domestic,South UK,S04,8,1270.58,0.0,10164.64,0.0,0.2,2032.93,12197.57
INV-2023-0790,2023-01-16,C055,P019,EU Export,France,S08,3,2215.67,0.0,6647.01,0.0,0.2,1329.4,7976.41
INV-2023-0791,2023-01-23,C068,P039,EU Export,Germany,S07,3,369.35,0.0,1108.05,0.0,0.19,210.53,1318.58
INV-2024-0792,2024-10-13,C074,P014,UK Domestic,Scotland,S06,2,684.65,0.0,1369.3,0.0,0.2,273.86,1643.16
INV-2024-0793,2024-03-12,C035,P001,EU Export,Spain,S08,15,2708.69,0.0,40630.35,0.0,0.21,8532.37,49162.72
INV-2024-0794,2024-08-17,C026,P002,EU Export,Germany,S07,15,545.66,0.0,8184.9,0.0,0.19,1555.13,9740.03
INV-2024-0795,2024-12-16,C046,P009,UK Domestic,Scotland,S06,20,54.51,0.0,1090.2,0.0,0.2,218.04,1308.24
INV-2024-0796,2024-11-04,C034,P018,EU Export,France,S08,2,109.64,0.0,219.28,0.0,0.2,43.86,263.14
INV-2024-0797,2024-09-19,C066,P007,UK Domestic,Midlands,S05,5,367.41,0.05,1837.05,91.85,0.2,349.04,2094.24
INV-2024-0798,2024-11-21,C007,P015,EU Export,Spain,S08,8,295.94,0.1,2367.52,236.75,0.21,447.46,2578.23
INV-2023-0799,2023-03-22,C019,P026,EU Export,Germany,S07,2,59.91,0.0,119.82,0.0,0.19,22.77,142.59
INV-2023-0800,2023-11-28,C027,P013,EU Export,France,S08,10,208.96,0.0,2089.6,0.0,0.2,417.92,2507.52
INV-2024-0801,2024-03-10,C065,P026,UK Domestic,South UK,S03,3,60.17,0.0,180.51,0.0,0.2,36.1,216.61
INV-2023-0802,2023-08-04,C031,P013,UK Domestic,Midlands,S05,20,220.09,0.0,4401.8,0.0,0.2,880.36,5282.16
INV-2023-0803,2023-02-03,C035,P023,EU Export,Spain,S08,5,52.35,0.05,261.75,13.09,0.21,52.22,300.88
INV-2023-0804,2023-07-29,C071,P032,UK Domestic,North UK,S02,8,85.65,0.0,685.2,0.0,0.2,137.04,822.24
INV-2023-0805,2023-11-09,C020,P022,EU Export,France,S08,25,57.49,0.05,1437.25,71.86,0.2,273.08,1638.47
INV-2024-0806,2024-09-13,C035,P005,EU Export,Spain,S08,20,134.41,0.0,2688.2,0.0,0.21,564.52,3252.72
INV-2024-0807,2024-05-26,C024,P003,UK Domestic,Midlands,S05,100,1221.23,0.0,122123.0,0.0,0.2,24424.6,146547.6
INV-2024-0808,2024-12-25,C078,P028,UK Domestic,North UK,S01,15,67.16,0.05,1007.4,50.37,0.2,191.41,1148.44
INV-2024-0809,2024-10-11,C025,P015,UK Domestic,Scotland,S06,15,296.26,0.0,4443.9,0.0,0.2,888.78,5332.68
INV-2023-0810,2023-11-19,C027,P018,EU Export,France,S08,30,110.25,0.0,3307.5,0.0,0.2,661.5,3969.0
INV-2024-0811,2024-11-23,C057,P029,UK Domestic,North UK,S01,15,59.38,0.05,890.7,44.54,0.2,169.23,1015.39
INV-2023-0812,2023-01-16,C067,P002,UK Domestic,Scotland,S06,30,555.8,0.15,16674.0,2501.1,0.2,2834.58,17007.48
INV-2023-0813,2023-08-23,C018,P026,UK Domestic,Scotland,S06,5,61.83,0.1,309.15,30.92,0.2,55.65,333.88
INV-2023-0814,2023-04-07,C011,P039,UK Domestic,Scotland,S06,20,357.71,0.05,7154.2,357.71,0.2,1359.3,8155.79
INV-2023-0815,2023-09-13,C056,P019,EU Export,Spain,S08,15,2241.35,0.05,33620.25,1681.01,0.21,6707.24,38646.48
INV-2024-0816,2024-03-13,C039,P009,UK Domestic,Scotland,S06,25,56.51,0.0,1412.75,0.0,0.2,282.55,1695.3
INV-2024-0817,2024-06-10,C019,P020,EU Export,Germany,S07,20,243.16,0.0,4863.2,0.0,0.19,924.01,5787.21
INV-2023-0818,2023-02-27,C011,P019,UK Domestic,Scotland,S06,30,2251.67,0.0,67550.1,0.0,0.2,13510.02,81060.12
INV-2024-0819,2024-07-10,C028,P015,EU Export,Spain,S08,40,284.72,0.0,11388.8,0.0,0.21,2391.65,13780.45
INV-2023-0820,2023-12-12,C002,P003,UK Domestic,South UK,S04,5,1205.82,0.0,6029.1,0.0,0.2,1205.82,7234.92
INV-2024-0821,2024-04-27,C039,P018,UK Domestic,Scotland,S06,3,107.92,0.0,323.76,0.0,0.2,64.75,388.51
INV-2024-0822,2024-05-21,C077,P002,EU Export,Spain,S08,30,567.32,0.05,17019.6,850.98,0.21,3395.41,19564.03
INV-2024-0823,2024-03-02,C044,P003,UK Domestic,South UK,S04,2,1238.46,0.05,2476.92,123.85,0.2,470.61,2823.68
INV-2023-0824,2023-09-25,C072,P013,UK Domestic,South UK,S04,3,222.84,0.05,668.52,33.43,0.2,127.02,762.11
INV-2023-0825,2023-08-22,C045,P023,UK Domestic,Midlands,S05,40,55.4,0.05,2216.0,110.8,0.2,421.04,2526.24
INV-2024-0826,2024-05-30,C056,P036,EU Export,Spain,S08,8,209.43,0.0,1675.44,0.0,0.21,351.84,2027.28
INV-2023-0827,2023-08-07,C019,P021,EU Export,Germany,S07,15,82.01,0.05,1230.15,61.51,0.19,222.04,1390.68
INV-2023-0828,2023-01-16,C061,P011,EU Export,Germany,S07,20,763.74,0.05,15274.8,763.74,0.19,2757.1,17268.16
INV-2023-0829,2023-09-27,C011,P003,UK Domestic,Scotland,S06,25,1155.74,0.1,28893.5,2889.35,0.2,5200.83,31204.98
INV-2024-0830,2024-05-10,C008,P013,UK Domestic,North UK,S02,20,220.48,0.05,4409.6,220.48,0.2,837.82,5026.94
INV-2023-0831,2023-04-18,C001,P024,UK Domestic,North UK,S02,8,55.63,0.0,445.04,0.0,0.2,89.01,534.05
INV-2023-0832,2023-01-13,C046,P030,UK Domestic,Scotland,S06,50,71.79,0.05,3589.5,179.48,0.2,682.0,4092.02
INV-2024-0833,2024-01-15,C007,P018,EU Export,Spain,S08,8,103.47,0.05,827.76,41.39,0.21,165.14,951.51
INV-2023-0834,2023-10-26,C020,P003,EU Export,France,S08,8,1209.91,0.0,9679.28,0.0,0.2,1935.86,11615.14
INV-2023-0835,2023-05-30,C078,P014,UK Domestic,North UK,S02,10,711.21,0.1,7112.1,711.21,0.2,1280.18,7681.07
INV-2024-0836,2024-12-29,C049,P029,EU Export,Spain,S08,8,61.96,0.0,495.68,0.0,0.21,104.09,599.77
INV-2023-0837,2023-11-04,C055,P022,EU Export,France,S08,8,59.37,0.0,474.96,0.0,0.2,94.99,569.95
INV-2024-0838,2024-04-28,C011,P019,UK Domestic,Scotland,S06,20,2313.13,0.05,46262.6,2313.13,0.2,8789.89,52739.36
INV-2024-0839,2024-07-24,C069,P016,EU Export,France,S08,20,115.52,0.05,2310.4,115.52,0.2,438.98,2633.86
INV-2023-0840,2023-06-06,C004,P009,UK Domestic,Scotland,S06,10,54.07,0.05,540.7,27.04,0.2,102.73,616.39
INV-2024-0841,2024-10-01,C017,P004,UK Domestic,Midlands,S05,50,556.86,0.0,27843.0,0.0,0.2,5568.6,33411.6
INV-2023-0842,2023-12-19,C049,P017,EU Export,Spain,S08,2,117.15,0.0,234.3,0.0,0.21,49.2,283.5
INV-2023-0843,2023-04-09,C049,P017,EU Export,Spain,S08,5,123.87,0.05,619.35,30.97,0.21,123.56,711.94
INV-2024-0844,2024-09-10,C004,P016,UK Domestic,Scotland,S06,20,110.38,0.0,2207.6,0.0,0.2,441.52,2649.12
INV-2023-0845,2023-09-01,C051,P033,UK Domestic,South UK,S04,25,592.46,0.05,14811.5,740.58,0.2,2814.18,16885.1
INV-2024-0846,2024-07-07,C032,P020,UK Domestic,Scotland,S06,10,244.86,0.0,2448.6,0.0,0.2,489.72,2938.32
INV-2024-0847,2024-06-17,C046,P012,UK Domestic,Scotland,S06,40,337.26,0.0,13490.4,0.0,0.2,2698.08,16188.48
INV-2023-0848,2023-09-07,C005,P026,EU Export,Germany,S07,20,60.27,0.0,1205.4,0.0,0.19,229.03,1434.43
INV-2024-0849,2024-05-29,C035,P026,EU Export,Spain,S08,10,58.5,0.0,585.0,0.0,0.21,122.85,707.85
INV-2024-0850,2024-11-23,C021,P004,EU Export,Spain,S08,15,566.06,0.1,8490.9,849.09,0.21,1604.78,9246.59
INV-2023-0851,2023-10-19,C005,P011,EU Export,Germany,S07,10,808.98,0.0,8089.8,0.0,0.19,1537.06,9626.86
INV-2024-0852,2024-05-16,C080,P015,UK Domestic,Midlands,S05,8,275.81,0.0,2206.48,0.0,0.2,441.3,2647.78
INV-2023-0853,2023-04-16,C071,P013,UK Domestic,North UK,S01,8,210.47,0.05,1683.76,84.19,0.2,319.91,1919.48
INV-2023-0854,2023-11-28,C054,P002,EU Export,Germany,S07,25,550.7,0.1,13767.5,1376.75,0.19,2354.24,14744.99
INV-2024-0855,2024-05-10,C077,P005,EU Export,Spain,S08,10,137.81,0.05,1378.1,68.9,0.21,274.93,1584.13
INV-2024-0856,2024-03-19,C036,P011,UK Domestic,North UK,S01,3,791.52,0.0,2374.56,0.0,0.2,474.91,2849.47
INV-2023-0857,2023-05-20,C061,P007,EU Export,Germany,S07,2,369.9,0.05,739.8,36.99,0.19,133.53,836.34
INV-2024-0858,2024-04-01,C069,P019,EU Export,France,S08,8,2108.09,0.05,16864.72,843.24,0.2,3204.3,19225.78
