ExpenseID,Date,DepartmentID,ExpenseCategory,Vendor,CostCenter,ExpenseAmount,BudgetCategory,IsPlanned
EXP-2023-0252,2023-04-10,D06,Office Supplies,Viking Direct,CC-IT,667.06,Variable,True
EXP-2023-0253,2023-04-18,D01,Training & Development,FranklinCovey Europe,CC-SALES,1666.15,Discretionary,True
EXP-2023-0254,2023-04-27,D02,Training & Development,Udemy Business,CC-MKTG,1729.15,Discretionary,False
EXP-2023-0255,2023-04-26,D03,Training & Development,LinkedIn Learning,CC-OPS,2265.68,Discretionary,False
EXP-2023-0256,2023-04-04,D04,Training & Development,Udemy Business,CC-FIN,1346.9,Discretionary,True
EXP-2023-0257,2023-04-28,D05,Training & Development,FranklinCovey Europe,CC-HR,3083.21,Discretionary,True
EXP-2023-0258,2023-04-12,D06,Training & Development,FranklinCovey Europe,CC-IT,1545.54,Discretionary,False
EXP-2023-0259,2023-05-18,D01,Salaries & Benefits,HMRC PAYE,CC-SALES,56529.98,Fixed,True
EXP-2023-0260,2023-05-22,D02,Salaries & Benefits,Apex Payroll Services,CC-MKTG,29718.06,Fixed,True
EXP-2023-0261,2023-05-31,D03,Salaries & Benefits,HealthShield Insurance,CC-OPS,118508.94,Fixed,True
EXP-2023-0262,2023-05-08,D04,Salaries & Benefits,HealthShield Insurance,CC-FIN,14820.78,Fixed,True
EXP-2023-0263,2023-05-29,D05,Salaries & Benefits,HMRC PAYE,CC-HR,9558.64,Fixed,True
EXP-2023-0264,2023-05-08,D06,Salaries & Benefits,BenefitHub,CC-IT,31908.99,Fixed,True
EXP-2023-0265,2023-05-30,D01,Rent & Utilities,Vodafone Business,CC-SALES,11331.76,Fixed,True
EXP-2023-0266,2023-05-04,D02,Rent & Utilities,Vodafone Business,CC-MKTG,5681.83,Fixed,True
EXP-2023-0267,2023-05-02,D03,Rent & Utilities,British Gas Business,CC-OPS,11452.99,Fixed,True
EXP-2023-0268,2023-05-04,D04,Rent & Utilities,BT Business,CC-FIN,6285.34,Fixed,True
EXP-2023-0269,2023-05-18,D05,Rent & Utilities,Regus Office Solutions,CC-HR,1772.64,Fixed,True
EXP-2023-0270,2023-05-12,D06,Rent & Utilities,British Gas Business,CC-IT,4099.12,Fixed,True
EXP-2023-0271,2023-05-31,D02,Marketing & Advertising,Eventbrite Corporate,CC-MKTG,7244.98,Discretionary,True
EXP-2023-0272,2023-05-15,D02,Marketing & Advertising,Meta for Business,CC-MKTG,6679.18,Discretionary,True
EXP-2023-0273,2023-05-04,D02,Marketing & Advertising,HubSpot Europe,CC-MKTG,14511.4,Discretionary,False
EXP-2023-0274,2023-05-12,D02,Marketing & Advertising,Eventbrite Corporate,CC-MKTG,9534.59,Discretionary,False
EXP-2023-0275,2023-05-04,D02,Marketing & Advertising,LinkedIn Business,CC-MKTG,9797.46,Discretionary,True
EXP-2023-0276,2023-05-01,D03,Marketing & Advertising,LinkedIn Business,CC-OPS,1506.95,Discretionary,True
EXP-2023-0277,2023-05-03,D05,Marketing & Advertising,Google Ads,CC-HR,2782.11,Discretionary,False
EXP-2023-0278,2023-05-01,D01,Travel & Entertainment,British Airways Business,CC-SALES,9362.16,Discretionary,False
EXP-2023-0279,2023-05-05,D01,Travel & Entertainment,British Airways Business,CC-SALES,9878.29,Discretionary,True
EXP-2023-0280,2023-05-01,D02,Travel & Entertainment,British Airways Business,CC-MKTG,2593.76,Discretionary,True
EXP-2023-0281,2023-05-08,D02,Travel & Entertainment,Hertz Corporate,CC-MKTG,1281.14,Discretionary,False
EXP-2023-0282,2023-05-05,D03,Travel & Entertainment,British Airways Business,CC-OPS,1282.68,Discretionary,True
EXP-2023-0283,2023-05-03,D03,Travel & Entertainment,Marriott Business,CC-OPS,1961.36,Discretionary,True
EXP-2023-0284,2023-05-04,D04,Travel & Entertainment,Booking.com for Business,CC-FIN,1706.29,Discretionary,True
EXP-2023-0285,2023-05-24,D05,Travel & Entertainment,Uber for Business,CC-HR,1084.9,Discretionary,True
EXP-2023-0286,2023-05-01,D06,Travel & Entertainment,Uber for Business,CC-IT,587.16,Discretionary,True
EXP-2023-0287,2023-05-22,D06,Travel & Entertainment,Expedia Business Travel,CC-IT,976.29,Discretionary,False
EXP-2023-0288,2023-05-03,D01,Professional Services,BDO Advisory,CC-SALES,1493.73,Variable,True
EXP-2023-0289,2023-05-09,D02,Professional Services,PwC Legal,CC-MKTG,2444.94,Variable,True
EXP-2023-0290,2023-05-11,D03,Professional Services,Grant Thornton,CC-OPS,4979.08,Variable,True
EXP-2023-0291,2023-05-15,D04,Professional Services,EY Tax Services,CC-FIN,12561.32,Variable,True
EXP-2023-0292,2023-05-23,D05,Professional Services,Grant Thornton,CC-HR,3659.65,Variable,True
EXP-2023-0293,2023-05-25,D06,Professional Services,Deloitte Consulting,CC-IT,2885.03,Variable,True
EXP-2023-0294,2023-05-11,D01,Equipment & Maintenance,Konica Minolta,CC-SALES,726.97,Variable,True
EXP-2023-0295,2023-05-11,D01,Equipment & Maintenance,Siemens Maintenance,CC-SALES,516.93,Variable,True
EXP-2023-0296,2023-05-16,D02,Equipment & Maintenance,Konica Minolta,CC-MKTG,452.2,Variable,False
EXP-2023-0297,2023-05-24,D02,Equipment & Maintenance,Caterpillar Equipment,CC-MKTG,378.55,Variable,True
EXP-2023-0298,2023-05-18,D03,Equipment & Maintenance,Konica Minolta,CC-OPS,23591.77,Variable,False
EXP-2023-0299,2023-05-31,D03,Equipment & Maintenance,Hilti Tools,CC-OPS,7668.07,Variable,True
EXP-2023-0300,2023-05-10,D04,Equipment & Maintenance,Siemens Maintenance,CC-FIN,728.14,Variable,True
EXP-2023-0301,2023-05-16,D04,Equipment & Maintenance,Hilti Tools,CC-FIN,384.12,Variable,True
EXP-2023-0302,2023-05-04,D05,Equipment & Maintenance,Kärcher Professional,CC-HR,718.77,Variable,True
EXP-2023-0303,2023-05-25,D05,Equipment & Maintenance,Hilti Tools,CC-HR,595.85,Variable,True
EXP-2023-0304,2023-05-23,D06,Equipment & Maintenance,Ricoh Service,CC-IT,9382.58,Variable,False
EXP-2023-0305,2023-05-30,D06,Equipment & Maintenance,Hilti Tools,CC-IT,1402.12,Variable,True
EXP-2023-0306,2023-05-19,D01,Office Supplies,Viking Direct,CC-SALES,1020.74,Variable,False
EXP-2023-0307,2023-05-01,D02,Office Supplies,Office Depot Europe,CC-MKTG,1475.25,Variable,True
EXP-2023-0308,2023-05-15,D03,Office Supplies,Staples Business,CC-OPS,4039.5,Variable,True
EXP-2023-0309,2023-05-11,D04,Office Supplies,Viking Direct,CC-FIN,1225.0,Variable,True
EXP-2023-0310,2023-05-25,D05,Office Supplies,Staples Business,CC-HR,1470.01,Variable,True
EXP-2023-0311,2023-05-22,D06,Office Supplies,Staples Business,CC-IT,1281.57,Variable,True
EXP-2023-0312,2023-05-25,D01,Training & Development,FranklinCovey Europe,CC-SALES,2442.74,Discretionary,True
EXP-2023-0313,2023-05-10,D02,Training & Development,CIPD Training,CC-MKTG,1166.15,Discretionary,True
EXP-2023-0314,2023-05-02,D03,Training & Development,CIPD Training,CC-OPS,2782.42,Discretionary,True
EXP-2023-0315,2023-05-01,D04,Training & Development,LinkedIn Learning,CC-FIN,1030.74,Discretionary,True
EXP-2023-0316,2023-05-05,D05,Training & Development,LinkedIn Learning,CC-HR,1892.55,Discretionary,True
EXP-2023-0317,2023-05-16,D06,Training & Development,Udemy Business,CC-IT,935.5,Discretionary,True
EXP-2023-0318,2023-05-17,D01,Other,Waste Management UK,CC-SALES,624.84,Variable,True
EXP-2023-0319,2023-05-24,D01,Other, miscellaneous,CC-SALES,1068.76,Variable,True
EXP-2023-0320,2023-05-11,D02,Other,FedEx Express,CC-MKTG,533.8,Variable,True
EXP-2023-0321,2023-05-10,D02,Other, miscellaneous,CC-MKTG,530.68,Variable,True
EXP-2023-0322,2023-05-31,D03,Other,FedEx Express,CC-OPS,1819.18,Variable,False
EXP-2023-0323,2023-05-04,D03,Other, miscellaneous,CC-OPS,1905.9,Variable,True
EXP-2023-0324,2023-05-10,D04,Other,DHL Supply Chain,CC-FIN,800.33,Variable,True
EXP-2023-0325,2023-05-04,D04,Other,Iron Mountain Storage,CC-FIN,655.81,Variable,True
EXP-2023-0326,2023-05-24,D05,Other, miscellaneous,CC-HR,566.98,Variable,False
EXP-2023-0327,2023-05-05,D05,Other,DHL Supply Chain,CC-HR,443.82,Variable,True
EXP-2023-0328,2023-05-25,D06,Other,FedEx Express,CC-IT,625.82,Variable,True
EXP-2023-0329,2023-05-19,D06,Other, miscellaneous,CC-IT,1019.17,Variable,True
EXP-2023-0330,2023-06-21,D01,Salaries & Benefits,BenefitHub,CC-SALES,75446.54,Fixed,True
EXP-2023-0331,2023-06-16,D02,Salaries & Benefits,HealthShield Insurance,CC-MKTG,21112.44,Fixed,True
EXP-2023-0332,2023-06-26,D03,Salaries & Benefits,HMRC PAYE,CC-OPS,116533.65,Fixed,True
EXP-2023-0333,2023-06-12,D04,Salaries & Benefits,HealthShield Insurance,CC-FIN,22003.76,Fixed,True
EXP-2023-0334,2023-06-15,D05,Salaries & Benefits,BenefitHub,CC-HR,9656.77,Fixed,True
EXP-2023-0335,2023-06-12,D06,Salaries & Benefits,HMRC PAYE,CC-IT,22147.52,Fixed,True
EXP-2023-0336,2023-06-28,D01,Rent & Utilities,Regus Office Solutions,CC-SALES,4769.76,Fixed,True
EXP-2023-0337,2023-06-13,D01,Rent & Utilities,Regus Office Solutions,CC-SALES,4668.33,Fixed,True
EXP-2023-0338,2023-06-26,D02,Rent & Utilities,Severn Trent Water,CC-MKTG,3412.29,Fixed,True
EXP-2023-0339,2023-06-15,D02,Rent & Utilities,Vodafone Business,CC-MKTG,4221.67,Fixed,True
EXP-2023-0340,2023-06-20,D03,Rent & Utilities,E.ON Energy,CC-OPS,9588.57,Fixed,True
EXP-2023-0341,2023-06-02,D03,Rent & Utilities,Severn Trent Water,CC-OPS,8559.35,Fixed,True
EXP-2023-0342,2023-06-29,D04,Rent & Utilities,Severn Trent Water,CC-FIN,1459.49,Fixed,True
EXP-2023-0343,2023-06-21,D04,Rent & Utilities,BT Business,CC-FIN,2962.38,Fixed,True
EXP-2023-0344,2023-06-23,D05,Rent & Utilities,British Gas Business,CC-HR,674.72,Fixed,True
EXP-2023-0345,2023-06-20,D05,Rent & Utilities,Severn Trent Water,CC-HR,1488.54,Fixed,True
EXP-2023-0346,2023-06-30,D06,Rent & Utilities,British Gas Business,CC-IT,1904.77,Fixed,True
EXP-2023-0347,2023-06-22,D06,Rent & Utilities,BT Business,CC-IT,1944.98,Fixed,True
EXP-2023-0348,2023-06-13,D01,Marketing & Advertising,LinkedIn Business,CC-SALES,5470.43,Discretionary,True
EXP-2023-0349,2023-06-30,D02,Marketing & Advertising,Meta for Business,CC-MKTG,14933.83,Discretionary,True
EXP-2023-0350,2023-06-19,D02,Marketing & Advertising,Mailchimp,CC-MKTG,16449.23,Discretionary,True
EXP-2023-0351,2023-06-21,D02,Marketing & Advertising,Eventbrite Corporate,CC-MKTG,9033.14,Discretionary,True
EXP-2023-0352,2023-06-23,D02,Marketing & Advertising,Eventbrite Corporate,CC-MKTG,14309.64,Discretionary,True
EXP-2023-0353,2023-06-27,D04,Marketing & Advertising,Mailchimp,CC-FIN,1141.7,Discretionary,False
EXP-2023-0354,2023-06-16,D01,Travel & Entertainment,Expedia Business Travel,CC-SALES,4327.7,Discretionary,True
EXP-2023-0355,2023-06-27,D01,Travel & Entertainment,Hertz Corporate,CC-SALES,10331.76,Discretionary,True
EXP-2023-0356,2023-06-20,D01,Travel & Entertainment,Marriott Business,CC-SALES,6354.57,Discretionary,True
EXP-2023-0357,2023-06-20,D03,Travel & Entertainment,Booking.com for Business,CC-OPS,1438.89,Discretionary,True
EXP-2023-0358,2023-06-08,D03,Travel & Entertainment,Hertz Corporate,CC-OPS,2341.02,Discretionary,True
EXP-2023-0359,2023-06-08,D04,Travel & Entertainment,Uber for Business,CC-FIN,1097.89,Discretionary,True
EXP-2023-0360,2023-06-19,D05,Travel & Entertainment,Booking.com for Business,CC-HR,1754.59,Discretionary,True
EXP-2023-0361,2023-06-14,D06,Travel & Entertainment,Booking.com for Business,CC-IT,1611.87,Discretionary,False
EXP-2023-0362,2023-06-12,D01,Equipment & Maintenance,Kärcher Professional,CC-SALES,693.83,Variable,True
EXP-2023-0363,2023-06-06,D01,Equipment & Maintenance,Ricoh Service,CC-SALES,720.04,Variable,True
EXP-2023-0364,2023-06-30,D02,Equipment & Maintenance,Hilti Tools,CC-MKTG,512.71,Variable,True
EXP-2023-0365,2023-06-14,D02,Equipment & Maintenance,Kärcher Professional,CC-MKTG,669.77,Variable,False
EXP-2023-0366,2023-06-12,D03,Equipment & Maintenance,Caterpillar Equipment,CC-OPS,5881.31,Variable,True
EXP-2023-0367,2023-06-21,D03,Equipment & Maintenance,Kärcher Professional,CC-OPS,3992.1,Variable,False
EXP-2023-0368,2023-06-27,D04,Equipment & Maintenance,Hilti Tools,CC-FIN,658.94,Variable,True
EXP-2023-0369,2023-06-15,D04,Equipment & Maintenance,Siemens Maintenance,CC-FIN,618.2,Variable,True
EXP-2023-0370,2023-06-27,D05,Equipment & Maintenance,Ricoh Service,CC-HR,322.87,Variable,True
EXP-2023-0371,2023-06-08,D05,Equipment & Maintenance,Kärcher Professional,CC-HR,555.24,Variable,True
EXP-2023-0372,2023-06-20,D06,Equipment & Maintenance,Hilti Tools,CC-IT,1490.86,Variable,True
EXP-2023-0373,2023-06-01,D06,Equipment & Maintenance,Siemens Maintenance,CC-IT,1389.9,Variable,True
EXP-2023-0374,2023-06-01,D01,Office Supplies,Amazon Business,CC-SALES,941.7,Variable,True
EXP-2023-0375,2023-06-22,D01,Office Supplies,Viking Direct,CC-SALES,635.2,Variable,True
EXP-2023-0376,2023-06-26,D02,Office Supplies,Staples Business,CC-MKTG,1088.83,Variable,True
EXP-2023-0377,2023-06-21,D02,Office Supplies,Staples Business,CC-MKTG,975.09,Variable,True
EXP-2023-0378,2023-06-01,D03,Office Supplies,Office Depot Europe,CC-OPS,2220.06,Variable,True
EXP-2023-0379,2023-06-22,D03,Office Supplies,Viking Direct,CC-OPS,1973.15,Variable,True
EXP-2023-0380,2023-06-05,D04,Office Supplies,Staples Business,CC-FIN,975.66,Variable,True
EXP-2023-0381,2023-06-21,D04,Office Supplies,Staples Business,CC-FIN,706.85,Variable,True
EXP-2023-0382,2023-06-23,D05,Office Supplies,Amazon Business,CC-HR,675.61,Variable,True
EXP-2023-0383,2023-06-23,D05,Office Supplies,Office Depot Europe,CC-HR,590.69,Variable,True
EXP-2023-0384,2023-06-26,D06,Office Supplies,Office Depot Europe,CC-IT,336.44,Variable,True
EXP-2023-0385,2023-06-13,D06,Office Supplies,Amazon Business,CC-IT,699.3,Variable,True
EXP-2023-0386,2023-06-07,D01,Training & Development,FranklinCovey Europe,CC-SALES,857.83,Discretionary,False
EXP-2023-0387,2023-06-28,D01,Training & Development,Udemy Business,CC-SALES,946.46,Discretionary,False
EXP-2023-0388,2023-06-14,D02,Training & Development,Udemy Business,CC-MKTG,656.14,Discretionary,False
EXP-2023-0389,2023-06-13,D02,Training & Development,FranklinCovey Europe,CC-MKTG,957.58,Discretionary,False
EXP-2023-0390,2023-06-16,D03,Training & Development,Udemy Business,CC-OPS,1842.23,Discretionary,True
EXP-2023-0391,2023-06-26,D03,Training & Development,Udemy Business,CC-OPS,1789.42,Discretionary,True
EXP-2023-0392,2023-06-20,D04,Training & Development,Coursera for Business,CC-FIN,631.45,Discretionary,True
EXP-2023-0393,2023-06-22,D04,Training & Development,LinkedIn Learning,CC-FIN,553.82,Discretionary,True
EXP-2023-0394,2023-06-14,D05,Training & Development,Udemy Business,CC-HR,903.3,Discretionary,True
EXP-2023-0395,2023-06-02,D05,Training & Development,LinkedIn Learning,CC-HR,1231.0,Discretionary,True
EXP-2023-0396,2023-06-21,D06,Training & Development,Udemy Business,CC-IT,583.47,Discretionary,True
EXP-2023-0397,2023-06-12,D06,Training & Development,Coursera for Business,CC-IT,352.71,Discretionary,True
EXP-2023-0398,2023-06-26,D01,Other,DHL Supply Chain,CC-SALES,1091.91,Variable,True
EXP-2023-0399,2023-06-12,D01,Other,Waste Management UK,CC-SALES,503.25,Variable,True
EXP-2023-0400,2023-06-22,D02,Other,Iron Mountain Storage,CC-MKTG,484.3,Variable,True
EXP-2023-0401,2023-06-19,D02,Other,Waste Management UK,CC-MKTG,726.25,Variable,True
EXP-2023-0402,2023-06-08,D03,Other,DHL Supply Chain,CC-OPS,1914.39,Variable,True
EXP-2023-0403,2023-06-30,D03,Other,FedEx Express,CC-OPS,1160.96,Variable,True
EXP-2023-0404,2023-06-07,D04,Other, miscellaneous,CC-FIN,556.45,Variable,True
EXP-2023-0405,2023-06-05,D04,Other, miscellaneous,CC-FIN,664.06,Variable,False
EXP-2023-0406,2023-06-26,D05,Other,FedEx Express,CC-HR,513.87,Variable,False
EXP-2023-0407,2023-06-29,D05,Other,Iron Mountain Storage,CC-HR,606.13,Variable,True
EXP-2023-0408,2023-06-21,D06,Other,Iron Mountain Storage,CC-IT,1026.87,Variable,True
EXP-2023-0409,2023-06-07,D06,Other,DHL Supply Chain,CC-IT,989.9,Variable,True
EXP-2023-0410,2023-07-12,D01,Salaries & Benefits,PensionPlus Ltd,CC-SALES,69367.55,Fixed,True
EXP-2023-0411,2023-07-26,D02,Salaries & Benefits,BenefitHub,CC-MKTG,30985.37,Fixed,True
EXP-2023-0412,2023-07-03,D03,Salaries & Benefits,BenefitHub,CC-OPS,74217.5,Fixed,True
EXP-2023-0413,2023-07-24,D04,Salaries & Benefits,Apex Payroll Services,CC-FIN,17375.9,Fixed,True
EXP-2023-0414,2023-07-25,D05,Salaries & Benefits,HMRC PAYE,CC-HR,14946.9,Fixed,True
EXP-2023-0415,2023-07-03,D06,Salaries & Benefits,HMRC PAYE,CC-IT,44242.3,Fixed,True
EXP-2023-0416,2023-07-17,D01,Rent & Utilities,BT Business,CC-SALES,9523.6,Fixed,True
EXP-2023-0417,2023-07-27,D02,Rent & Utilities,BT Business,CC-MKTG,4505.86,Fixed,True
EXP-2023-0418,2023-07-06,D03,Rent & Utilities,E.ON Energy,CC-OPS,19012.38,Fixed,True
EXP-2023-0419,2023-07-28,D04,Rent & Utilities,British Gas Business,CC-FIN,4044.55,Fixed,True
EXP-2023-0420,2023-07-17,D05,Rent & Utilities,Regus Office Solutions,CC-HR,2704.18,Fixed,True
EXP-2023-0421,2023-07-06,D06,Rent & Utilities,British Gas Business,CC-IT,3605.11,Fixed,True
EXP-2023-0422,2023-07-07,D02,Marketing & Advertising,Mailchimp,CC-MKTG,16668.58,Discretionary,False
EXP-2023-0423,2023-07-21,D02,Marketing & Advertising,Eventbrite Corporate,CC-MKTG,17291.03,Discretionary,True
EXP-2023-0424,2023-07-21,D02,Marketing & Advertising,Meta for Business,CC-MKTG,13826.21,Discretionary,True
EXP-2023-0425,2023-07-06,D02,Marketing & Advertising,Google Ads,CC-MKTG,13596.99,Discretionary,True
EXP-2023-0426,2023-07-28,D03,Marketing & Advertising,TradeShow Expo,CC-OPS,1696.25,Discretionary,True
EXP-2023-0427,2023-07-21,D01,Travel & Entertainment,Uber for Business,CC-SALES,6806.55,Discretionary,True
EXP-2023-0428,2023-07-26,D01,Travel & Entertainment,Uber for Business,CC-SALES,6066.05,Discretionary,False
EXP-2023-0429,2023-07-06,D02,Travel & Entertainment,Booking.com for Business,CC-MKTG,1666.73,Discretionary,True
EXP-2023-0430,2023-07-11,D02,Travel & Entertainment,Booking.com for Business,CC-MKTG,1854.8,Discretionary,True
EXP-2023-0431,2023-07-24,D03,Travel & Entertainment,Hertz Corporate,CC-OPS,1690.83,Discretionary,True
EXP-2023-0432,2023-07-12,D03,Travel & Entertainment,British Airways Business,CC-OPS,2745.5,Discretionary,True
EXP-2023-0433,2023-07-04,D04,Travel & Entertainment,Uber for Business,CC-FIN,454.13,Discretionary,True
EXP-2023-0434,2023-07-10,D04,Travel & Entertainment,British Airways Business,CC-FIN,636.29,Discretionary,True
EXP-2023-0435,2023-07-06,D05,Travel & Entertainment,Uber for Business,CC-HR,1239.2,Discretionary,False
EXP-2023-0436,2023-07-06,D06,Travel & Entertainment,Uber for Business,CC-IT,1560.62,Discretionary,True
EXP-2023-0437,2023-07-03,D01,Software & Tools,Slack Technologies,CC-SALES,4623.9,Variable,False
EXP-2023-0438,2023-07-07,D02,Software & Tools,Adobe Creative Cloud,CC-MKTG,6360.92,Variable,False
EXP-2023-0439,2023-07-20,D03,Software & Tools,Slack Technologies,CC-OPS,2794.0,Variable,True
EXP-2023-0440,2023-07-18,D04,Software & Tools,Atlassian,CC-FIN,5336.19,Variable,True
EXP-2023-0441,2023-07-24,D05,Software & Tools,Microsoft Licensing,CC-HR,4046.17,Variable,True
EXP-2023-0442,2023-07-13,D06,Software & Tools,SAP Business One,CC-IT,11505.31,Variable,True
EXP-2023-0443,2023-07-25,D01,Equipment & Maintenance,Ricoh Service,CC-SALES,1114.86,Variable,False
EXP-2023-0444,2023-07-04,D01,Equipment & Maintenance,Ricoh Service,CC-SALES,440.21,Variable,False
EXP-2023-0445,2023-07-11,D02,Equipment & Maintenance,Kärcher Professional,CC-MKTG,737.47,Variable,True
EXP-2023-0446,2023-07-17,D02,Equipment & Maintenance,Ricoh Service,CC-MKTG,722.03,Variable,True
EXP-2023-0447,2023-07-11,D03,Equipment & Maintenance,Siemens Maintenance,CC-OPS,6412.9,Variable,True
EXP-2023-0448,2023-07-05,D03,Equipment & Maintenance,Siemens Maintenance,CC-OPS,6511.68,Variable,True
EXP-2023-0449,2023-07-20,D04,Equipment & Maintenance,Hilti Tools,CC-FIN,718.79,Variable,True
EXP-2023-0450,2023-07-17,D04,Equipment & Maintenance,Konica Minolta,CC-FIN,680.84,Variable,True
EXP-2023-0451,2023-07-12,D05,Equipment & Maintenance,Ricoh Service,CC-HR,530.03,Variable,True
EXP-2023-0452,2023-07-26,D05,Equipment & Maintenance,Hilti Tools,CC-HR,608.68,Variable,False
EXP-2023-0453,2023-07-31,D06,Equipment & Maintenance,Konica Minolta,CC-IT,2773.79,Variable,True
EXP-2023-0454,2023-07-24,D06,Equipment & Maintenance,Konica Minolta,CC-IT,2621.27,Variable,True
EXP-2023-0455,2023-07-25,D01,Training & Development,LinkedIn Learning,CC-SALES,2178.94,Discretionary,True
EXP-2023-0456,2023-07-19,D02,Training & Development,FranklinCovey Europe,CC-MKTG,1151.4,Discretionary,True
EXP-2023-0457,2023-07-14,D03,Training & Development,Coursera for Business,CC-OPS,2010.93,Discretionary,True
EXP-2023-0458,2023-07-17,D04,Training & Development,LinkedIn Learning,CC-FIN,994.33,Discretionary,True
EXP-2023-0459,2023-07-24,D05,Training & Development,CIPD Training,CC-HR,2856.59,Discretionary,False
EXP-2023-0460,2023-07-18,D06,Training & Development,Coursera for Business,CC-IT,1244.69,Discretionary,True
EXP-2023-0461,2023-07-18,D01,Other,Waste Management UK,CC-SALES,1635.8,Variable,True
EXP-2023-0462,2023-07-21,D02,Other,Iron Mountain Storage,CC-MKTG,1108.31,Variable,True
EXP-2023-0463,2023-07-18,D03,Other,Iron Mountain Storage,CC-OPS,4070.03,Variable,True
EXP-2023-0464,2023-07-10,D04,Other,Iron Mountain Storage,CC-FIN,1250.27,Variable,False
EXP-2023-0465,2023-07-18,D05,Other,DHL Supply Chain,CC-HR,1231.41,Variable,True
EXP-2023-0466,2023-07-13,D06,Other,Iron Mountain Storage,CC-IT,1330.96,Variable,True
EXP-2023-0467,2023-08-10,D01,Salaries & Benefits,HealthShield Insurance,CC-SALES,119834.0,Fixed,True
EXP-2023-0468,2023-08-23,D02,Salaries & Benefits,Apex Payroll Services,CC-MKTG,24315.14,Fixed,True
EXP-2023-0469,2023-08-15,D03,Salaries & Benefits,Apex Payroll Services,CC-OPS,92489.23,Fixed,True
EXP-2023-0470,2023-08-07,D04,Salaries & Benefits,HealthShield Insurance,CC-FIN,24561.34,Fixed,True
EXP-2023-0471,2023-08-09,D05,Salaries & Benefits,PensionPlus Ltd,CC-HR,18488.33,Fixed,True
EXP-2023-0472,2023-08-04,D06,Salaries & Benefits,BenefitHub,CC-IT,40666.34,Fixed,True
EXP-2023-0473,2023-08-29,D01,Rent & Utilities,British Gas Business,CC-SALES,5477.24,Fixed,True
EXP-2023-0474,2023-08-08,D02,Rent & Utilities,E.ON Energy,CC-MKTG,5005.2,Fixed,True
EXP-2023-0475,2023-08-11,D03,Rent & Utilities,Regus Office Solutions,CC-OPS,11630.71,Fixed,True
EXP-2023-0476,2023-08-22,D04,Rent & Utilities,Vodafone Business,CC-FIN,4180.62,Fixed,True
EXP-2023-0477,2023-08-18,D05,Rent & Utilities,British Gas Business,CC-HR,1291.36,Fixed,True
EXP-2023-0478,2023-08-30,D06,Rent & Utilities,British Gas Business,CC-IT,3956.62,Fixed,True
EXP-2023-0479,2023-08-11,D01,Marketing & Advertising,Eventbrite Corporate,CC-SALES,4810.58,Discretionary,False
EXP-2023-0480,2023-08-21,D02,Marketing & Advertising,Eventbrite Corporate,CC-MKTG,8199.51,Discretionary,False
EXP-2023-0481,2023-08-28,D02,Marketing & Advertising,Mailchimp,CC-MKTG,9953.16,Discretionary,True
EXP-2023-0482,2023-08-29,D02,Marketing & Advertising,LinkedIn Business,CC-MKTG,16854.06,Discretionary,True
EXP-2023-0483,2023-08-16,D02,Marketing & Advertising,TradeShow Expo,CC-MKTG,9381.33,Discretionary,False
EXP-2023-0484,2023-08-04,D04,Marketing & Advertising,LinkedIn Business,CC-FIN,769.39,Discretionary,True
EXP-2023-0485,2023-08-17,D05,Marketing & Advertising,Meta for Business,CC-HR,1830.61,Discretionary,True
EXP-2023-0486,2023-08-07,D06,Marketing & Advertising,Google Ads,CC-IT,2433.61,Discretionary,True
EXP-2023-0487,2023-08-23,D01,Travel & Entertainment,Hertz Corporate,CC-SALES,5761.14,Discretionary,True
EXP-2023-0488,2023-08-10,D01,Travel & Entertainment,Hertz Corporate,CC-SALES,2972.08,Discretionary,True
EXP-2023-0489,2023-08-28,D01,Travel & Entertainment,Uber for Business,CC-SALES,5540.52,Discretionary,True
EXP-2023-0490,2023-08-03,D02,Travel & Entertainment,Booking.com for Business,CC-MKTG,2509.39,Discretionary,True
EXP-2023-0491,2023-08-16,D02,Travel & Entertainment,Booking.com for Business,CC-MKTG,2258.39,Discretionary,True
EXP-2023-0492,2023-08-15,D03,Travel & Entertainment,Hertz Corporate,CC-OPS,2408.61,Discretionary,True
EXP-2023-0493,2023-08-01,D04,Travel & Entertainment,British Airways Business,CC-FIN,1115.94,Discretionary,True
EXP-2023-0494,2023-08-22,D05,Travel & Entertainment,Marriott Business,CC-HR,1177.05,Discretionary,True
EXP-2023-0495,2023-08-30,D01,Software & Tools,SAP Business One,CC-SALES,3456.92,Variable,True
EXP-2023-0496,2023-08-21,D02,Software & Tools,Zoom Video Communications,CC-MKTG,7700.53,Variable,True
EXP-2023-0497,2023-08-31,D03,Software & Tools,SAP Business One,CC-OPS,2831.11,Variable,True
EXP-2023-0498,2023-08-14,D04,Software & Tools,Salesforce Europe,CC-FIN,4667.09,Variable,True
EXP-2023-0499,2023-08-18,D05,Software & Tools,Zoom Video Communications,CC-HR,3291.39,Variable,True
EXP-2023-0500,2023-08-08,D06,Software & Tools,Atlassian,CC-IT,10747.12,Variable,True
EXP-2023-0501,2023-08-04,D01,Equipment & Maintenance,Siemens Maintenance,CC-SALES,546.42,Variable,True
EXP-2023-0502,2023-08-18,D01,Equipment & Maintenance,Caterpillar Equipment,CC-SALES,674.93,Variable,False
EXP-2023-0503,2023-08-22,D02,Equipment & Maintenance,Kärcher Professional,CC-MKTG,390.96,Variable,False
